,CODE,DATE,PX_LAST,PX_HIGH,PX_LOW,PX_MID,PX_OPEN,VOLUME,PX_SETTLE
159,IBOV INDEX,2014-08-21,58992.1,59207.1,58558.2,,58878.2,332201400.0,
160,IBOV INDEX,2014-08-22,58407.3,58991.7,58164.2,,58991.7,232730700.0,
161,IBOV INDEX,2014-08-25,59735.2,59742.6,58407.9,,58407.9,287553800.0,
162,IBOV INDEX,2014-08-26,59821.4,60092.9,59522.4,,59735.2,401412500.0,
163,IBOV INDEX,2014-08-27,60950.6,61246.7,59821.8,,59821.8,538888000.0,
164,IBOV INDEX,2014-08-28,60290.9,60980.1,60188.8,,60945.2,446250600.0,
165,IBOV INDEX,2014-08-29,61288.1,61442.9,60272.5,,60291.4,494242700.0,
166,IBOV INDEX,2014-09-01,61141.3,62279.3,61141.3,,61294.5,281073700.0,
167,IBOV INDEX,2014-09-02,61896.0,62231.2,60930.5,,61141.5,399583300.0,
168,IBOV INDEX,2014-09-03,61837.0,62304.9,61198.9,,61899.8,416421500.0,
169,IBOV INDEX,2014-09-04,60800.0,61836.4,60739.3,,61836.4,401070200.0,
170,IBOV INDEX,2014-09-05,60682.0,61029.6,60243.7,,60800.3,380850600.0,
171,IBOV INDEX,2014-09-08,59192.8,61512.6,59191.3,,60708.1,438602200.0,
172,IBOV INDEX,2014-09-09,58676.3,59484.9,58306.2,,59157.8,446015300.0,
173,IBOV INDEX,2014-09-10,58198.7,58674.6,57449.6,,58674.6,380572000.0,
174,IBOV INDEX,2014-09-11,58337.3,58808.6,58112.4,,58202.3,289314200.0,
175,IBOV INDEX,2014-09-12,56927.8,58336.3,56666.4,,58336.3,462004500.0,
176,IBOV INDEX,2014-09-15,57948.8,57948.8,56851.7,,56929.9,290230400.0,
177,IBOV INDEX,2014-09-16,59114.7,60242.8,57946.1,,57948.8,487626200.0,
178,IBOV INDEX,2014-09-17,59108.2,60024.6,59095.7,,59115.3,352575700.0,
179,IBOV INDEX,2014-09-18,58374.5,59266.7,58118.3,,59107.7,384819500.0,
180,IBOV INDEX,2014-09-19,57788.7,58516.4,57513.8,,58355.9,346467900.0,
181,IBOV INDEX,2014-09-22,56818.1,57787.9,55974.2,,57787.9,381490500.0,
182,IBOV INDEX,2014-09-23,56540.5,57332.2,56086.4,,56818.1,331701000.0,
183,IBOV INDEX,2014-09-24,56824.4,57130.7,55933.8,,56539.0,284832300.0,
184,IBOV INDEX,2014-09-25,55962.1,56821.6,55875.8,,56821.6,284540300.0,
185,IBOV INDEX,2014-09-26,57212.4,57488.8,55946.0,,55965.2,298218900.0,
186,IBOV INDEX,2014-09-29,54625.4,57210.6,54124.1,,57210.6,518627600.0,
187,IBOV INDEX,2014-09-30,54116.0,54625.8,53536.4,,54625.8,522229400.0,
188,IBOV INDEX,2014-10-01,52858.4,54115.2,52646.6,,54115.2,491873800.0,
189,IBOV INDEX,2014-10-02,53518.6,54022.4,52480.5,,52858.6,398627400.0,
190,IBOV INDEX,2014-10-03,54539.6,54539.6,53367.7,,53518.6,370858300.0,
191,IBOV INDEX,2014-10-06,57115.9,58897.4,54542.3,,54542.3,688255600.0,
192,IBOV INDEX,2014-10-07,57436.3,58317.9,57124.4,,57124.4,493900800.0,
193,IBOV INDEX,2014-10-08,57058.5,58190.9,56198.6,,57440.3,484074300.0,
194,IBOV INDEX,2014-10-09,57267.5,58246.1,57076.9,,57079.2,454770900.0,
195,IBOV INDEX,2014-10-10,55311.6,57266.1,55311.6,,57266.1,372298200.0,
196,IBOV INDEX,2014-10-13,57956.5,58747.4,55312.9,,55312.9,460557100.0,
197,IBOV INDEX,2014-10-14,58015.5,58856.3,57258.1,,57945.6,399422900.0,
198,IBOV INDEX,2014-10-15,56135.3,58012.3,54919.0,,58012.3,568752200.0,
199,IBOV INDEX,2014-10-16,54298.3,56123.9,54132.1,,56123.9,545334400.0,
200,IBOV INDEX,2014-10-17,55723.8,55948.6,54298.3,,54298.3,441729000.0,
201,IBOV INDEX,2014-10-20,54302.6,55720.2,54299.9,,55720.2,388531100.0,
202,IBOV INDEX,2014-10-21,52432.4,54300.1,51922.4,,54300.1,661871700.0,
203,IBOV INDEX,2014-10-22,52411.0,53229.4,52064.4,,52427.1,378022900.0,
204,IBOV INDEX,2014-10-23,50713.3,52409.4,50653.5,,52409.4,638668600.0,
205,IBOV INDEX,2014-10-24,51940.7,53145.5,50595.7,,50687.4,588460600.0,
206,IBOV INDEX,2014-10-27,50503.7,51937.4,48722.3,,51937.4,1059296400.0,
207,IBOV INDEX,2014-10-28,52330.0,52374.3,50502.9,,50503.7,577966700.0,
208,IBOV INDEX,2014-10-29,51049.3,52330.0,51049.3,,52330.0,493574100.0,
209,IBOV INDEX,2014-10-30,52336.8,52574.4,51049.3,,51049.3,431195300.0,
210,IBOV INDEX,2014-10-31,54628.6,54628.6,52334.8,,52338.1,535827000.0,
211,IBOV INDEX,2014-11-03,53947.2,54628.6,53053.9,,54628.6,367252600.0,
212,IBOV INDEX,2014-11-04,54383.6,54383.6,53431.9,,53947.2,354165600.0,
213,IBOV INDEX,2014-11-05,53698.4,54383.6,53588.8,,54383.6,292961000.0,
214,IBOV INDEX,2014-11-06,52637.1,53696.8,52417.8,,53696.8,372124900.0,
215,IBOV INDEX,2014-11-07,53222.9,53483.0,52197.1,,52637.1,360795500.0,
216,IBOV INDEX,2014-11-10,52725.4,53829.6,52716.2,,53222.9,298569500.0,
217,IBOV INDEX,2014-11-11,52474.3,52718.2,52003.0,,52718.2,268312900.0,
218,IBOV INDEX,2014-11-12,52978.9,53435.4,52187.2,,52473.3,320354300.0,
219,IBOV INDEX,2014-11-13,51846.0,53322.9,51846.0,,52978.8,304167600.0,
220,IBOV INDEX,2014-11-14,51772.4,51899.9,50885.6,,51833.7,380267000.0,
221,IBOV INDEX,2014-11-17,51257.0,52222.6,51047.0,,51772.4,282960400.0,
222,IBOV INDEX,2014-11-18,52061.9,52122.2,51067.5,,51257.1,364612200.0,
223,IBOV INDEX,2014-11-19,53402.8,53402.8,52031.5,,52061.9,426687300.0,
224,IBOV INDEX,2014-11-21,56084.0,56214.1,53403.1,,53403.1,605371700.0,
225,IBOV INDEX,2014-11-24,55406.9,57359.3,55292.4,,56086.0,460486500.0,
226,IBOV INDEX,2014-11-25,55560.8,56386.6,55204.3,,55410.3,505896500.0,
227,IBOV INDEX,2014-11-26,55098.5,56099.8,54977.2,,55561.0,306403200.0,
228,IBOV INDEX,2014-11-27,54721.3,56065.1,54592.7,,55099.6,230778400.0,
229,IBOV INDEX,2014-11-28,54724.0,55436.3,54664.4,,54731.4,264497700.0,
230,IBOV INDEX,2014-12-01,52276.6,54719.5,52156.5,,54719.5,432061000.0,
231,IBOV INDEX,2014-12-02,51612.5,52639.7,51471.1,,52277.6,330859300.0,
232,IBOV INDEX,2014-12-03,52320.5,52470.6,51610.9,,51610.9,275912900.0,
233,IBOV INDEX,2014-12-04,51426.9,52539.1,51074.0,,52320.5,292710100.0,
234,IBOV INDEX,2014-12-05,51992.9,52024.0,51163.8,,51427.4,254595400.0,
235,IBOV INDEX,2014-12-08,50274.1,51992.9,50015.7,,51992.9,332955800.0,
236,IBOV INDEX,2014-12-09,50193.5,50260.1,49395.6,,50250.8,386784400.0,
237,IBOV INDEX,2014-12-10,49548.1,50192.4,49297.1,,50192.4,320825400.0,
238,IBOV INDEX,2014-12-11,49861.8,49946.3,48809.0,,49548.6,383650900.0,
239,IBOV INDEX,2014-12-12,48002.0,49861.3,47973.3,,49861.3,377780800.0,
240,IBOV INDEX,2014-12-15,47018.7,48401.1,46409.7,,48002.5,469786800.0,
241,IBOV INDEX,2014-12-16,47007.5,47594.8,45852.8,,47016.2,535910700.0,
242,IBOV INDEX,2014-12-17,48713.6,49257.9,47008.0,,47008.0,623775200.0,
243,IBOV INDEX,2014-12-18,48495.7,49564.6,48295.7,,48714.4,424845800.0,
