,CODE,DATE,PX_LAST,PX_HIGH,PX_LOW,PX_MID,PX_OPEN,VOLUME,PX_SETTLE
1064,IBOV INDEX,2011-04-13,66486.5,67410.7,66251.4,,66908.6,263758800.0,
1065,IBOV INDEX,2011-04-14,66278.9,67041.8,66089.5,,66483.4,241595300.0,
1066,IBOV INDEX,2011-04-15,66684.2,66765.2,65832.4,,66281.5,231928300.0,
1067,IBOV INDEX,2011-04-18,65415.5,66705.7,65158.5,,66688.8,320207800.0,
1068,IBOV INDEX,2011-04-19,66158.1,66256.9,65416.7,,65416.7,235436900.0,
1069,IBOV INDEX,2011-04-20,67058.0,67076.8,66164.9,,66164.9,257370000.0,
1070,IBOV INDEX,2011-04-25,66972.4,67124.3,66552.1,,67058.0,147709600.0,
1071,IBOV INDEX,2011-04-26,67144.3,67413.2,66722.4,,66971.9,186496300.0,
1072,IBOV INDEX,2011-04-27,66264.5,67228.3,65885.4,,67142.7,232316400.0,
1073,IBOV INDEX,2011-04-28,65673.2,66249.2,65105.3,,66249.2,330510800.0,
1074,IBOV INDEX,2011-04-29,66132.9,66293.8,65460.9,,65664.4,281986100.0,
1075,IBOV INDEX,2011-05-02,65462.8,66500.3,65345.7,,66119.4,246016100.0,
1076,IBOV INDEX,2011-05-03,64318.2,65468.3,64243.7,,65457.7,238915600.0,
1077,IBOV INDEX,2011-05-04,63615.5,64807.1,63547.5,,64320.4,265982200.0,
1078,IBOV INDEX,2011-05-05,63407.0,64267.8,62972.8,,63608.9,297439500.0,
1079,IBOV INDEX,2011-05-06,64417.3,64703.9,63422.2,,63422.2,286974700.0,
1080,IBOV INDEX,2011-05-09,64622.0,64781.9,64149.5,,64416.0,200102400.0,
1081,IBOV INDEX,2011-05-10,64876.9,65143.4,64618.8,,64622.0,215788900.0,
1082,IBOV INDEX,2011-05-11,63775.8,64876.7,63622.0,,64876.7,263514400.0,
1083,IBOV INDEX,2011-05-12,64003.2,64328.9,63125.4,,63771.7,265503600.0,
1084,IBOV INDEX,2011-05-13,63235.3,64165.2,63063.4,,64003.2,281869000.0,
1085,IBOV INDEX,2011-05-16,62829.7,63828.5,62675.6,,63233.4,258093300.0,
1086,IBOV INDEX,2011-05-17,63673.3,63680.4,62414.4,,62830.4,237172800.0,
1087,IBOV INDEX,2011-05-18,62840.6,64015.0,62830.4,,63675.2,265704500.0,
1088,IBOV INDEX,2011-05-19,62367.4,63607.4,62224.7,,62843.9,245782600.0,
1089,IBOV INDEX,2011-05-20,62596.5,63043.2,62086.2,,62369.8,221747800.0,
1090,IBOV INDEX,2011-05-23,62345.2,62596.5,61658.7,,62596.5,187199400.0,
1091,IBOV INDEX,2011-05-24,63336.8,63414.8,62350.1,,62350.1,208381700.0,
1092,IBOV INDEX,2011-05-25,63388.4,63857.1,63024.8,,63328.6,200348600.0,
1093,IBOV INDEX,2011-05-26,64098.6,64121.3,63231.9,,63388.7,255524000.0,
1094,IBOV INDEX,2011-05-27,64295.0,64548.2,64092.4,,64100.8,178476400.0,
1095,IBOV INDEX,2011-05-30,63953.9,64460.3,63914.6,,64295.0,66189400.0,
1096,IBOV INDEX,2011-05-31,64620.1,64620.1,63931.6,,63960.9,263740300.0,
1097,IBOV INDEX,2011-06-01,63411.5,64673.7,63401.1,,64616.4,230824200.0,
1098,IBOV INDEX,2011-06-02,64218.1,64218.1,63277.4,,63410.9,231029000.0,
1099,IBOV INDEX,2011-06-03,64340.5,64978.8,63628.2,,64216.3,234817900.0,
1100,IBOV INDEX,2011-06-06,63067.7,64512.0,62959.8,,64340.5,197784300.0,
1101,IBOV INDEX,2011-06-07,63217.9,63784.4,63071.9,,63071.9,226405900.0,
1102,IBOV INDEX,2011-06-08,63033.0,63353.5,62709.4,,63204.2,193386600.0,
1103,IBOV INDEX,2011-06-09,63468.8,63772.6,62872.4,,63036.7,219402500.0,
1104,IBOV INDEX,2011-06-10,62697.2,63478.4,62495.2,,63470.1,182280800.0,
1105,IBOV INDEX,2011-06-13,62022.9,62967.8,62021.6,,62701.3,149836700.0,
1106,IBOV INDEX,2011-06-14,62204.8,62697.4,62023.4,,62023.4,186731600.0,
1107,IBOV INDEX,2011-06-15,61603.7,62198.1,61448.1,,62198.1,283159300.0,
1108,IBOV INDEX,2011-06-16,60880.6,62040.3,60489.3,,61602.1,214310500.0,
1109,IBOV INDEX,2011-06-17,61060.0,61268.5,60565.5,,60882.6,212746200.0,
1110,IBOV INDEX,2011-06-20,61168.2,61571.4,60783.8,,61059.2,211652200.0,
1111,IBOV INDEX,2011-06-21,61423.6,61542.5,61178.9,,61187.6,180189300.0,
1112,IBOV INDEX,2011-06-22,61194.1,61859.0,61194.1,,61420.0,199861000.0,
1113,IBOV INDEX,2011-06-24,61016.7,61458.8,60920.8,,61191.9,155521400.0,
1114,IBOV INDEX,2011-06-27,61217.0,61456.2,60771.9,,61017.2,174634500.0,
1115,IBOV INDEX,2011-06-28,62303.4,62308.8,61216.3,,61216.3,193138700.0,
1116,IBOV INDEX,2011-06-29,62334.0,62624.6,62032.7,,62303.2,197096000.0,
1117,IBOV INDEX,2011-06-30,62403.6,62574.3,61959.4,,62337.4,192552000.0,
1118,IBOV INDEX,2011-07-01,63394.3,63454.9,62148.4,,62403.6,253290800.0,
1119,IBOV INDEX,2011-07-04,63891.3,63891.3,63314.2,,63396.7,107953500.0,
1120,IBOV INDEX,2011-07-05,63038.8,63886.4,63030.2,,63886.4,207399900.0,
1121,IBOV INDEX,2011-07-06,62565.5,63038.8,62390.7,,63038.8,174906100.0,
1122,IBOV INDEX,2011-07-07,62207.3,63206.3,62207.3,,62573.1,200503700.0,
1123,IBOV INDEX,2011-07-08,61513.2,62206.6,61366.5,,62206.6,183389600.0,
1124,IBOV INDEX,2011-07-11,60223.6,61501.6,60098.3,,61501.6,194211700.0,
1125,IBOV INDEX,2011-07-12,59704.8,60516.1,59704.8,,60219.6,217418200.0,
1126,IBOV INDEX,2011-07-13,60669.9,60846.7,59717.8,,59717.8,254778200.0,
1127,IBOV INDEX,2011-07-14,59679.4,60684.5,59451.8,,60673.0,254292300.0,
1128,IBOV INDEX,2011-07-15,59478.0,60104.2,59180.3,,59679.4,211974900.0,
1129,IBOV INDEX,2011-07-18,58837.6,59479.3,58630.9,,59478.9,215598200.0,
1130,IBOV INDEX,2011-07-19,59082.1,59394.2,58676.8,,58837.6,205652500.0,
1131,IBOV INDEX,2011-07-20,59119.7,59551.6,59044.5,,59094.1,213133200.0,
1132,IBOV INDEX,2011-07-21,60262.9,60441.0,59119.6,,59120.2,232912900.0,
1133,IBOV INDEX,2011-07-22,60270.5,60696.4,60076.9,,60263.2,195194600.0,
1134,IBOV INDEX,2011-07-25,59970.5,60285.4,59640.0,,60263.7,188934600.0,
1135,IBOV INDEX,2011-07-26,59339.9,60204.3,59261.1,,59972.1,236968800.0,
1136,IBOV INDEX,2011-07-27,58288.5,59336.5,58168.7,,59336.5,284497000.0,
1137,IBOV INDEX,2011-07-28,58708.3,59166.5,58290.4,,58297.1,244622400.0,
1138,IBOV INDEX,2011-07-29,58823.4,58952.4,58009.0,,58703.1,255148000.0,
1139,IBOV INDEX,2011-08-01,58535.7,59541.9,58167.6,,58823.4,228699600.0,
1140,IBOV INDEX,2011-08-02,57310.8,58673.4,57258.9,,58525.8,291676400.0,
1141,IBOV INDEX,2011-08-03,56017.2,57352.3,55249.5,,57318.1,385555500.0,
1142,IBOV INDEX,2011-08-04,52811.4,55999.4,52628.9,,55999.4,479901100.0,
1143,IBOV INDEX,2011-08-05,52949.2,53865.8,51152.6,,52811.4,462472800.0,
1144,IBOV INDEX,2011-08-08,48668.3,52938.3,47793.5,,52938.3,528636800.0,
1145,IBOV INDEX,2011-08-09,51150.9,51150.9,48666.3,,48670.6,573640700.0,
1146,IBOV INDEX,2011-08-10,51395.3,52163.7,49946.8,,51150.9,467712900.0,
1147,IBOV INDEX,2011-08-11,53343.1,53723.7,51398.0,,51398.0,435487700.0,
1148,IBOV INDEX,2011-08-12,53473.4,53642.6,52649.9,,53343.6,350840900.0,
1149,IBOV INDEX,2011-08-15,54651.8,54967.6,53474.4,,53478.3,272650100.0,
1150,IBOV INDEX,2011-08-16,54323.6,54651.1,53539.2,,54651.1,268204000.0,
1151,IBOV INDEX,2011-08-17,55073.0,55073.0,53827.5,,54323.6,345665700.0,
1152,IBOV INDEX,2011-08-18,53134.1,55036.8,52246.0,,55036.8,338759300.0,
1153,IBOV INDEX,2011-08-19,52447.6,53601.2,52335.7,,53135.1,279334600.0,
1154,IBOV INDEX,2011-08-22,52440.2,53552.0,52397.2,,52471.6,236448300.0,
1155,IBOV INDEX,2011-08-23,53786.6,53786.6,51853.1,,52439.7,290799300.0,
1156,IBOV INDEX,2011-08-24,53795.7,54279.2,52992.8,,53786.6,272083900.0,
1157,IBOV INDEX,2011-08-25,52953.3,54155.0,52677.4,,53796.4,257954500.0,
1158,IBOV INDEX,2011-08-26,53350.8,53597.7,51971.1,,52955.3,242359600.0,
1159,IBOV INDEX,2011-08-29,54860.7,55026.7,53356.1,,53356.1,249472300.0,
1160,IBOV INDEX,2011-08-30,55385.0,55768.4,54424.9,,54860.6,252971100.0,
1161,IBOV INDEX,2011-08-31,56495.1,56495.1,55399.4,,55399.4,322936600.0,
1162,IBOV INDEX,2011-09-01,58118.2,58589.3,56498.2,,56498.2,443976000.0,
1163,IBOV INDEX,2011-09-02,56531.6,58113.6,56301.6,,58113.6,354012300.0,
1164,IBOV INDEX,2011-09-05,54998.4,56520.6,54817.6,,56520.6,176811500.0,
1165,IBOV INDEX,2011-09-06,56607.3,56676.4,54121.4,,54998.0,314585500.0,
1166,IBOV INDEX,2011-09-08,57623.6,58242.0,56608.5,,56608.5,293297400.0,
1167,IBOV INDEX,2011-09-09,55778.4,57614.1,55527.6,,57614.1,267671300.0,
1168,IBOV INDEX,2011-09-12,55685.5,55792.1,54309.9,,55772.8,256903600.0,
1169,IBOV INDEX,2011-09-13,55544.0,56336.5,55166.1,,55690.1,225070600.0,
1170,IBOV INDEX,2011-09-14,56286.0,56776.5,55089.9,,55543.9,302440800.0,
1171,IBOV INDEX,2011-09-15,56381.5,57161.2,56196.2,,56287.4,228652300.0,
1172,IBOV INDEX,2011-09-16,57210.1,57210.1,56257.4,,56381.5,213702500.0,
1173,IBOV INDEX,2011-09-19,57102.8,57208.2,56059.7,,57208.2,248027400.0,
1174,IBOV INDEX,2011-09-20,56378.6,57619.7,56378.6,,57104.5,286725500.0,
1175,IBOV INDEX,2011-09-21,55981.9,57599.9,55914.8,,56381.1,300362600.0,
1176,IBOV INDEX,2011-09-22,53280.3,55980.6,52706.2,,55980.6,388353900.0,
1177,IBOV INDEX,2011-09-23,53230.4,53855.0,52754.1,,53272.7,290099900.0,
1178,IBOV INDEX,2011-09-26,53747.5,53872.5,52398.9,,53242.7,236417500.0,
1179,IBOV INDEX,2011-09-27,53920.4,54992.1,53751.5,,53751.5,265304300.0,
1180,IBOV INDEX,2011-09-28,53270.4,54796.1,53257.8,,53921.3,253201800.0,
1181,IBOV INDEX,2011-09-29,53384.7,54207.4,52848.7,,53276.1,247558200.0,
1182,IBOV INDEX,2011-09-30,52324.4,53384.8,51897.4,,53384.8,332114900.0,
1183,IBOV INDEX,2011-10-03,50791.5,52319.0,50791.5,,52319.0,335719000.0,
1184,IBOV INDEX,2011-10-04,50686.3,50790.0,49432.9,,50790.0,435417600.0,
1185,IBOV INDEX,2011-10-05,51013.9,51198.7,50209.4,,50682.6,306174600.0,
1186,IBOV INDEX,2011-10-06,52290.4,52728.7,51015.9,,51015.9,336495800.0,
1187,IBOV INDEX,2011-10-07,51243.6,52891.2,50901.8,,52290.4,286131600.0,
1188,IBOV INDEX,2011-10-10,53273.1,53293.6,51243.6,,51243.6,238469400.0,
1189,IBOV INDEX,2011-10-11,53838.5,54113.2,52819.8,,53270.7,312250300.0,
1190,IBOV INDEX,2011-10-13,54601.1,54751.1,53308.4,,53836.3,445377200.0,
1191,IBOV INDEX,2011-10-14,55030.4,55179.0,54447.2,,54602.9,281669500.0,
1192,IBOV INDEX,2011-10-17,53911.3,55021.2,53535.7,,55021.2,266979300.0,
1193,IBOV INDEX,2011-10-18,55031.9,55224.7,53188.4,,53915.1,314619400.0,
1194,IBOV INDEX,2011-10-19,54966.1,55244.3,54483.2,,55037.1,289927000.0,
1195,IBOV INDEX,2011-10-20,54010.0,54953.1,53610.0,,54953.1,271497100.0,
1196,IBOV INDEX,2011-10-21,55255.2,55504.4,54013.7,,54013.7,256130700.0,
1197,IBOV INDEX,2011-10-24,56892.0,57225.5,55259.4,,55259.4,305285000.0,
1198,IBOV INDEX,2011-10-25,56286.0,56884.8,55769.7,,56884.8,262049200.0,
1199,IBOV INDEX,2011-10-26,57143.8,57333.6,56248.6,,56305.7,251422700.0,
1200,IBOV INDEX,2011-10-27,59270.1,59901.5,57145.6,,57145.6,429549500.0,
1201,IBOV INDEX,2011-10-28,59513.1,59668.2,58759.8,,59270.1,268209700.0,
1202,IBOV INDEX,2011-10-31,58338.4,59512.5,58093.7,,59512.5,258385900.0,
1203,IBOV INDEX,2011-11-01,57322.8,58300.3,56099.3,,58300.3,317099400.0,
1204,IBOV INDEX,2011-11-03,58196.3,58481.0,57326.7,,57326.7,286325600.0,
1205,IBOV INDEX,2011-11-04,58669.9,58804.1,57546.5,,58185.8,238944300.0,
1206,IBOV INDEX,2011-11-07,59198.8,59440.5,58645.4,,58669.9,221078000.0,
1207,IBOV INDEX,2011-11-08,59026.1,59616.4,58505.1,,59205.1,233544900.0,
1208,IBOV INDEX,2011-11-09,57549.7,59010.8,57201.2,,59010.8,282785900.0,
1209,IBOV INDEX,2011-11-10,57321.8,58313.7,57294.2,,57561.0,209775300.0,
1210,IBOV INDEX,2011-11-11,58547.0,58747.0,57324.8,,57324.8,227407000.0,
1211,IBOV INDEX,2011-11-14,58258.2,58716.7,58013.2,,58538.8,198572700.0,
1212,IBOV INDEX,2011-11-16,58560.0,58877.1,57784.0,,58255.7,289081200.0,
1213,IBOV INDEX,2011-11-17,56988.9,58555.4,56663.3,,58549.5,325797600.0,
1214,IBOV INDEX,2011-11-18,56731.3,57477.1,56418.0,,56988.6,246829800.0,
1215,IBOV INDEX,2011-11-21,56284.6,56721.9,55505.0,,56721.9,310051200.0,
1216,IBOV INDEX,2011-11-22,55878.4,56570.2,55608.6,,56289.7,290212000.0,
1217,IBOV INDEX,2011-11-23,54972.1,55878.6,54812.9,,55878.6,261960800.0,
1218,IBOV INDEX,2011-11-24,55279.9,55519.3,54537.4,,54978.3,150277000.0,
1219,IBOV INDEX,2011-11-25,54894.5,55609.9,54741.6,,55270.7,192666100.0,
1220,IBOV INDEX,2011-11-28,56017.4,56443.9,54899.2,,54899.2,242924500.0,
1221,IBOV INDEX,2011-11-29,55299.8,56363.5,55299.8,,56027.7,301588000.0,
1222,IBOV INDEX,2011-11-30,56875.0,57591.9,55307.3,,55307.3,523296600.0,
1223,IBOV INDEX,2011-12-01,58143.4,58302.1,56876.1,,56876.1,357558000.0,
1224,IBOV INDEX,2011-12-02,57885.9,58979.5,57618.3,,58146.9,320629400.0,
1225,IBOV INDEX,2011-12-05,58910.5,59245.0,57893.7,,57893.7,281667400.0,
1226,IBOV INDEX,2011-12-06,59536.2,59576.0,58496.8,,58909.6,234393900.0,
1227,IBOV INDEX,2011-12-07,58662.8,59534.7,58580.9,,59533.7,237622800.0,
1228,IBOV INDEX,2011-12-08,57455.0,59216.5,57259.6,,58664.3,296758000.0,
1229,IBOV INDEX,2011-12-09,58236.5,58540.1,57455.4,,57455.4,213708900.0,
1230,IBOV INDEX,2011-12-12,57346.9,58234.9,56838.6,,58234.6,269564900.0,
1231,IBOV INDEX,2011-12-13,57494.9,58153.3,57333.1,,57355.4,310393100.0,
1232,IBOV INDEX,2011-12-14,56646.9,57495.1,56646.9,,57495.1,442218900.0,
1233,IBOV INDEX,2011-12-15,56331.1,57332.1,56232.0,,56646.9,277445200.0,
1234,IBOV INDEX,2011-12-16,56096.9,56823.0,56086.5,,56334.2,258164500.0,
1235,IBOV INDEX,2011-12-19,55298.3,56375.7,55298.3,,56100.1,299268300.0,
1236,IBOV INDEX,2011-12-20,56864.9,56864.9,55301.3,,55301.3,346620500.0,
1237,IBOV INDEX,2011-12-21,56653.4,56864.8,56046.2,,56864.8,245882300.0,
1238,IBOV INDEX,2011-12-22,57347.9,57459.2,56557.5,,56656.0,247870500.0,
1239,IBOV INDEX,2011-12-23,57701.1,57791.6,57347.9,,57347.9,189076700.0,
1240,IBOV INDEX,2011-12-26,57669.5,57856.1,57669.5,,57701.7,64809300.0,
1241,IBOV INDEX,2011-12-27,58005.2,58110.9,57610.8,,57665.9,172055100.0,
1242,IBOV INDEX,2011-12-28,56533.8,58010.1,56447.1,,58006.4,172758700.0,
1243,IBOV INDEX,2011-12-29,56754.1,56945.4,56312.6,,56533.8,293344900.0,
1244,IBOV INDEX,2015-01-02,48512.2,50004.5,48345.3,,50004.5,290860600.0,
1245,IBOV INDEX,2015-01-05,47516.8,48512.2,47263.9,,48512.2,386605600.0,
1246,IBOV INDEX,2015-01-06,48000.9,48061.3,47337.7,,47517.1,455927600.0,
1247,IBOV INDEX,2015-01-07,49462.9,49882.3,48006.1,,48006.1,440877500.0,
1248,IBOV INDEX,2015-01-08,49943.3,50260.7,49017.3,,49463.1,362186200.0,
1249,IBOV INDEX,2015-01-09,48840.3,49954.7,48500.7,,49954.7,299924400.0,
1250,IBOV INDEX,2015-01-12,48139.7,48839.7,47955.9,,48839.7,324598100.0,
1251,IBOV INDEX,2015-01-13,48041.7,48939.4,48041.7,,48144.3,388138400.0,
1252,IBOV INDEX,2015-01-14,47645.9,48280.8,47372.3,,48037.6,369717100.0,
1253,IBOV INDEX,2015-01-15,48026.3,48853.4,47647.6,,47647.6,446362500.0,
1254,IBOV INDEX,2015-01-16,49016.5,49263.8,48028.4,,48028.4,334491200.0,
1255,IBOV INDEX,2015-01-19,47758.0,49009.0,47503.0,,49009.0,209601200.0,
1256,IBOV INDEX,2015-01-20,47876.7,48687.3,47619.1,,47758.9,337641900.0,
1257,IBOV INDEX,2015-01-21,49224.1,49328.6,47887.9,,47887.9,356142500.0,
1258,IBOV INDEX,2015-01-22,49442.6,50281.3,49227.0,,49227.0,495227300.0,
1259,IBOV INDEX,2015-01-23,48775.3,49523.3,48496.1,,49432.1,308160600.0,
1260,IBOV INDEX,2015-01-26,48576.6,48711.6,48004.4,,48711.6,277416100.0,
1261,IBOV INDEX,2015-01-27,48591.2,48864.0,47351.9,,48576.6,389090900.0,
1262,IBOV INDEX,2015-01-28,47694.5,48589.2,47550.2,,48589.2,424127400.0,
1263,IBOV INDEX,2015-01-29,47762.2,47893.9,47006.5,,47696.2,440547600.0,
1264,IBOV INDEX,2015-01-30,46907.7,47759.2,46484.3,,47759.2,484654700.0,
1265,IBOV INDEX,2015-02-02,47650.7,47683.6,46760.2,,46933.5,324775500.0,
1266,IBOV INDEX,2015-02-03,48963.7,48992.9,47664.2,,47664.2,481977600.0,
1267,IBOV INDEX,2015-02-04,49301.1,49718.2,48213.8,,48964.9,481127500.0,
1268,IBOV INDEX,2015-02-05,49233.9,49816.3,49019.7,,49299.3,400396800.0,
1269,IBOV INDEX,2015-02-06,48792.3,49231.4,48209.3,,49231.4,459144000.0,
1270,IBOV INDEX,2015-02-09,49382.6,49522.3,48415.5,,48791.9,365890700.0,
1271,IBOV INDEX,2015-02-10,48510.3,49798.7,48510.3,,49359.0,379600700.0,
1272,IBOV INDEX,2015-02-11,48239.7,48762.3,47841.0,,48508.2,430761200.0,
1273,IBOV INDEX,2015-02-12,49532.7,49689.8,48240.4,,48240.4,382838200.0,
1274,IBOV INDEX,2015-02-13,50635.9,50726.2,49475.5,,49545.8,388809600.0,
1275,IBOV INDEX,2015-02-18,51280.4,51867.8,50639.3,,50639.3,294068000.0,
1276,IBOV INDEX,2015-02-19,51294.0,51638.4,50869.5,,51280.8,248514600.0,
1277,IBOV INDEX,2015-02-20,51237.7,51450.3,50711.2,,51301.4,220868900.0,
1278,IBOV INDEX,2015-02-23,51280.6,51689.8,50861.3,,51237.7,282445400.0,
1279,IBOV INDEX,2015-02-24,51874.2,51956.0,51049.1,,51288.4,300417600.0,
1280,IBOV INDEX,2015-02-25,51811.0,51862.9,51050.9,,51862.9,347723600.0,
1281,IBOV INDEX,2015-02-26,51760.5,51922.4,51181.3,,51812.2,323886300.0,
1282,IBOV INDEX,2015-02-27,51583.1,52457.1,51474.4,,51760.0,417729100.0,
1283,IBOV INDEX,2015-03-02,51020.8,51580.0,50774.7,,51580.0,279367100.0,
1284,IBOV INDEX,2015-03-03,51304.1,51432.2,50995.3,,51020.8,274616900.0,
1285,IBOV INDEX,2015-03-04,50468.1,51303.1,50399.1,,51303.1,365468700.0,
1286,IBOV INDEX,2015-03-05,50365.2,50734.0,50114.4,,50472.1,273246700.0,
1287,IBOV INDEX,2015-03-06,49981.2,50400.9,49779.4,,50355.4,278783900.0,
1288,IBOV INDEX,2015-03-09,49181.0,49978.4,48951.6,,49978.4,329910400.0,
1289,IBOV INDEX,2015-03-10,48293.4,49177.1,48292.9,,49177.1,443429400.0,
1290,IBOV INDEX,2015-03-11,48905.6,48936.9,48308.7,,48308.7,383969500.0,
1291,IBOV INDEX,2015-03-12,48880.4,49632.8,48684.3,,48907.7,383316700.0,
1292,IBOV INDEX,2015-03-13,48595.8,48858.4,47904.9,,48858.4,447553900.0,
1293,IBOV INDEX,2015-03-16,48848.2,49205.3,48393.5,,48601.6,315520900.0,
1294,IBOV INDEX,2015-03-17,50285.1,50384.2,48841.0,,48849.3,401388200.0,
1295,IBOV INDEX,2015-03-18,51526.2,51772.8,49787.7,,50283.5,445883000.0,
1296,IBOV INDEX,2015-03-19,50953.5,51547.2,50790.5,,51530.2,326356200.0,
1297,IBOV INDEX,2015-03-20,51966.6,52285.7,50964.4,,50964.4,491676300.0,
1298,IBOV INDEX,2015-03-23,51908.5,52177.9,51515.9,,51970.0,339747400.0,
1299,IBOV INDEX,2015-03-24,51506.1,52222.9,51006.4,,51907.9,343645600.0,
1300,IBOV INDEX,2015-03-25,51858.3,52318.8,51507.4,,51507.4,477460400.0,
1301,IBOV INDEX,2015-03-26,50579.9,51835.5,50528.1,,51835.5,363841600.0,
1302,IBOV INDEX,2015-03-27,50094.7,50574.9,49908.5,,50574.9,392764500.0,
1303,IBOV INDEX,2015-03-30,51243.4,51264.7,50099.8,,50099.8,279845000.0,
1304,IBOV INDEX,2015-03-31,51150.2,51465.8,50612.1,,51242.7,351124600.0,
1305,IBOV INDEX,2015-04-01,52321.8,52613.0,51186.3,,51186.3,448135200.0,
1306,IBOV INDEX,2015-04-02,53123.0,53311.6,52321.8,,52321.8,452941000.0,
1307,IBOV INDEX,2015-04-06,53737.3,54146.3,53122.1,,53123.7,347192500.0,
1308,IBOV INDEX,2015-04-07,53729.2,54002.4,53436.1,,53738.0,348667300.0,
1309,IBOV INDEX,2015-04-08,53661.1,54458.4,53507.8,,53731.9,478038000.0,
1310,IBOV INDEX,2015-04-09,53802.7,54002.4,53292.2,,53638.1,433828500.0,
1311,IBOV INDEX,2015-04-10,54214.1,54413.5,53556.0,,53802.7,368296700.0,
1312,IBOV INDEX,2015-04-13,54239.8,54866.2,54004.3,,54213.6,365996800.0,
1313,IBOV INDEX,2015-04-14,53981.9,54625.4,53773.3,,54240.4,374708600.0,
1314,IBOV INDEX,2015-04-15,54918.7,54960.2,54037.3,,54037.3,406958300.0,
1315,IBOV INDEX,2015-04-16,54674.2,54918.7,54315.7,,54918.7,413299600.0,
1316,IBOV INDEX,2015-04-17,53954.8,54671.5,53896.0,,54671.5,353723200.0,
1317,IBOV INDEX,2015-04-20,53761.3,54385.0,53510.4,,53965.3,268802100.0,
1318,IBOV INDEX,2015-04-22,54617.4,54847.7,53762.1,,53762.1,370059500.0,
1319,IBOV INDEX,2015-04-23,55684.9,55781.7,54063.8,,54615.9,553506600.0,
1320,IBOV INDEX,2015-04-24,56594.2,56965.2,55687.5,,55687.5,498198600.0,
1321,IBOV INDEX,2015-04-27,55534.5,56962.2,55515.4,,56554.3,385425600.0,
1322,IBOV INDEX,2015-04-28,55812.0,56017.6,54972.9,,55549.1,408257700.0,
1323,IBOV INDEX,2015-04-29,55325.3,55808.6,55067.4,,55808.6,388820600.0,
1324,IBOV INDEX,2015-04-30,56229.4,56229.4,55079.8,,55312.1,494752300.0,
1325,IBOV INDEX,2015-05-04,57354.0,57519.6,56230.0,,56230.0,349259200.0,
1326,IBOV INDEX,2015-05-05,58051.6,58146.7,57096.0,,57349.5,390377000.0,
1327,IBOV INDEX,2015-05-06,57103.1,58574.8,56819.7,,58050.3,459839700.0,
1328,IBOV INDEX,2015-05-07,56921.4,57289.5,56507.2,,57103.1,306510200.0,
1329,IBOV INDEX,2015-05-08,57149.3,57620.5,56595.1,,56964.9,341094000.0,
1330,IBOV INDEX,2015-05-11,57197.1,57489.8,57013.1,,57166.5,305798700.0,
1331,IBOV INDEX,2015-05-12,56792.1,57423.6,56752.6,,57193.4,318302900.0,
1332,IBOV INDEX,2015-05-13,56372.0,56899.7,56199.1,,56790.2,316660300.0,
1333,IBOV INDEX,2015-05-14,56656.6,56920.9,56104.8,,56376.3,330903200.0,
1334,IBOV INDEX,2015-05-15,57248.6,57287.7,56422.2,,56655.8,298379400.0,
1335,IBOV INDEX,2015-05-18,56204.2,57605.9,55926.5,,57249.9,389525800.0,
1336,IBOV INDEX,2015-05-19,55498.8,56211.9,55027.1,,56204.2,332178700.0,
1337,IBOV INDEX,2015-05-20,54901.0,55645.0,54819.8,,55497.1,338004200.0,
1338,IBOV INDEX,2015-05-21,55112.1,55112.1,54526.1,,54900.3,340591300.0,
1339,IBOV INDEX,2015-05-22,54377.3,55223.0,54037.6,,55112.1,380315300.0,
1340,IBOV INDEX,2015-05-25,54609.3,54867.9,53971.6,,54378.0,165420600.0,
1341,IBOV INDEX,2015-05-26,53629.8,54609.3,53548.2,,54609.3,342695200.0,
1342,IBOV INDEX,2015-05-27,54236.3,54292.5,53135.9,,53630.6,358312400.0,
1343,IBOV INDEX,2015-05-28,53976.3,54230.4,53363.1,,54230.4,300463900.0,
1344,IBOV INDEX,2015-05-29,52760.5,53974.3,52760.5,,53974.3,572503500.0,
1345,IBOV INDEX,2015-06-01,53031.3,53232.9,52665.8,,52752.9,275805000.0,
1346,IBOV INDEX,2015-06-02,54236.4,54236.4,53035.0,,53035.0,358347600.0,
1347,IBOV INDEX,2015-06-03,53522.9,54253.7,53462.3,,54253.7,342009800.0,
1348,IBOV INDEX,2015-06-05,52973.4,53517.6,52808.1,,53517.6,281346100.0,
1349,IBOV INDEX,2015-06-08,52809.6,53324.6,52809.6,,52974.7,266236400.0,
1350,IBOV INDEX,2015-06-09,52816.0,53292.4,52687.9,,52809.6,379175900.0,
1351,IBOV INDEX,2015-06-10,53876.4,54102.2,52817.5,,52817.5,369852100.0,
1352,IBOV INDEX,2015-06-11,53688.5,54270.8,53443.5,,53876.4,318918100.0,
1353,IBOV INDEX,2015-06-12,53347.5,53689.2,53032.9,,53689.2,245311200.0,
1354,IBOV INDEX,2015-06-15,53137.5,53338.1,52548.2,,53338.1,268831500.0,
1355,IBOV INDEX,2015-06-16,53702.2,53969.0,53106.9,,53143.7,338184600.0,
1356,IBOV INDEX,2015-06-17,53248.5,53755.1,52965.1,,53697.7,308583800.0,
1357,IBOV INDEX,2015-06-18,54238.6,54351.9,53213.6,,53251.2,274741800.0,
1358,IBOV INDEX,2015-06-19,53749.4,54236.1,53479.4,,54236.1,294818500.0,
1359,IBOV INDEX,2015-06-22,53863.7,54341.5,53655.4,,53750.1,242721000.0,
