,Data_Set,T-LCW,LSGA,LCW,SO,SA_alpha,SA_exp,SA_lin,SA_log
0,RanReal/RanReal_n010_ss_06.txt,1153.9349975585938,1153.9349975585938,1153.9349975585938,1153.9349975585938,1153.935,1147.1229999999998,1153.935,1153.935
1,RanReal/RanReal_n012_ss_06.txt,937.3479995727539,937.3479995727539,937.3479995727539,937.3479995727539,937.3480000000002,844.729,937.3480000000002,906.165
2,RanReal/RanReal_n030_ss_06.txt,5476.077985286713,5476.077985286713,5476.077985286713,5476.077985286713,5432.793000000001,4242.063999999999,5002.8189999999995,5462.082000000001
3,RanReal/RanReal_n060_ss_06.txt,18549.121960163116,18534.63900732994,18549.121960163116,18552.300013959408,18343.31200000001,14381.85699999999,15747.839999999997,18128.731000000007
4,RanReal/RanReal_n120_ss_06.txt,46779.922015190125,46650.20297694206,46639.94490635395,47100.54600311443,44809.57699999999,34408.063,37036.18500000001,44818.62599999999
5,RanReal/RanReal_n240_ss_06.txt,153066.43603143096,152844.54404201708,151993.83603584766,153950.22307299078,147651.09399999992,114624.88299999994,127061.60599999984,146645.3199999997
6,RanReal/RanReal_n480_ss_06.txt,372254.97589938994,368349.2650054861,368290.90104914084,374725.6549565657,346535.9589999992,281262.76999999967,296076.61399999936,347753.7910000007
