,0
0,-0.01154936920852856
1,0.018781218781218856
2,0.0002745636399295037
3,-0.005278017410399127
4,-0.006764587620331719
5,0.02879845053540686
6,0.021943259237541257
7,-0.0011777940521400243
8,-0.008148456101893409
9,-0.009922494798692338
10,0.02396182119077861
11,0.01709414559340905
12,0.00235029785221208
13,0.03064444772157504
14,-0.0010016025641025328
15,0.017796270302787187
16,-0.012580829011898387
17,0.027128330471093864
18,0.003968364090467746
19,-0.03177345348001559
20,-0.012325677662474721
21,-0.008143828538807907
22,0.01718636164942433
23,-0.0190590105931141
24,0.0354561252354737
25,0.00442833570733514
26,-0.008908889232108641
27,0.0175812655394445
28,-0.008415996658661329
29,-0.008901618859076477
30,-0.001983311847455038
31,-0.026437564763162058
32,-0.029517470639265686
33,-0.002614104143505269
34,0.02202205217810449
35,-0.01070744288872505
36,-0.012678123161039001
37,0.01606246935003197
38,-0.016499101534074745
39,-0.012110047413402714
40,0.021054964539007015
41,-0.006287283968174351
42,-0.008797631870325229
43,0.002705269957065326
44,0.016748641541178166
45,-0.00034287162439161634
46,0.025306639824031585
47,-0.02028230879433346
48,0.0111861638954871
49,0.008023372752831603
50,-0.011564229536848214
51,-0.006991718975628558
52,-0.018852525912021467
53,-0.002737405665371062
54,0.014619350925083374
55,-0.00807873968671513
56,-0.014857564775818122
57,0.0011318878819164269
58,-0.00039724070494939756
59,-0.04179563014420984
60,0.005710548563589546
61,-0.014242890450284595
62,-0.007055397338739611
63,0.02222402268584145
64,-0.04081066514488618
65,0.002330212611242999
66,-0.010535774643242957
67,0.016813444089882834
68,0.011922222859530818
69,0.025142514737319432
70,0.0030884432192479494
71,-0.002472596699004792
72,0.002636606198392899
73,-0.026233741693698298
74,0.015176261319534312
75,0.001457505356132982
76,0.009885477970415169
77,0.0023546458974823548
78,0.020191386056158667
79,-0.009533930936758805
80,-0.015698135506243438
81,-0.004684229234961812
82,-0.0008253837240680406
83,-0.03790369982048947
84,0.014026715981704907
85,0.02580907795644216
86,-0.0308742410413112
87,-0.006346996437492369
88,-0.014077309816203698
89,-0.02200264165454524
90,0.02036071459099076
91,-0.009717521696880338
92,-0.027746760058200537
93,-0.05085615842411162
94,-0.046861679210171814
95,0.03477759076701137
96,-0.004972534877452528
97,-0.00141047675982664
98,0.030195032973200364
99,0.011431632662326496
100,-0.022147012352772277
101,-0.004305714941473471
102,-0.019371911189791313
103,0.001880494570071889
104,-0.012369199005208498
105,0.015526858424318446
106,-0.012267125787164046
107,0.02373057976506243
108,0.014852172303706057
109,-0.030436764839974373
110,-0.005210096678328391
111,0.01671425060031395
112,0.005411637810797121
113,-0.02123409292690137
114,-0.0652827122231463
115,-0.01480949829665501
116,0.019659750867040193
117,-0.027321029645581363
118,-0.046420923038723694
119,0.0025278826541681454
120,0.010973432173583708
121,0.045033665528425804
122,-0.00030729518775740594
123,0.009467601131193826
124,-0.03879415347137649
125,0.0301273522144081
126,0.011737450154278184
127,0.045199400178325355
128,-0.031980379421658434
129,-0.026247271124997362
130,-0.028754486460915163
131,-0.01070509630351224
132,-0.01709301081023229
133,0.03735040780547294
134,-0.011504991444737045
135,-0.01632206611658016
136,0.018859980567850654
137,0.02806827934772249
138,-0.0027003071341702434
139,0.04352858501095458
140,0.027174774203771124
141,0.0007616660239104789
142,0.007264039152592883
143,-0.006991669296911529
144,-0.00036601105738676143
145,-0.02337547213443314
146,-0.013703901024092802
147,-0.02734847802818874
148,-0.0006684835707306824
149,0.024431408871050664
150,0.0005826569155349404
151,0.022288709062066925
152,-0.0009526428473218829
153,0.0008257557139346172
154,-0.03436827785362784
155,-0.018400976502898958
156,-0.01499466326773824
157,-0.014002566961937468
158,0.022747884724134027
159,-0.03351937822753104
160,-0.012499730143995302
161,0.008668182414411474
162,-0.0031102008084356036
163,-0.05251657788890096
164,-0.010716047682970187
165,0.043490866917947235
166,-0.01972770213948316
167,0.03626984126984123
168,0.013118305451919499
169,-0.04284109807987202
170,-0.0018729338493304049
171,-0.01487593963714462
172,0.017361071268746864
173,-0.0012857819584490837
174,-0.04562497176672542
175,0.006638424764519479
176,-0.015987022299545073
177,0.06343403935060743
178,0.013547669598624967
179,0.0116929897478526
180,0.022283085013146353
181,0.054504147287652405
182,-0.004146341463414527
183,0.022001796064984758
184,-0.04402484323201661
185,0.002809722265743275
186,0.048725106241146676
187,0.009842480583199364
188,-0.0027243132665205616
189,-0.022406311637080956
190,-0.005205391009603599
191,-0.016062953798726465
192,0.009945582718390522
193,0.006224934434092333
194,0.002575986531849983
195,-0.016711006807813344
196,0.004444215832519083
197,0.012351874801560747
198,0.008761369039790523
199,3.0087554784508086e-05
200,0.011673620025673959
201,0.020014671477853963
202,0.011137567423101347
203,-0.01524399034995827
204,-0.011107315406763907
205,0.009346901309750466
206,0.001251662364077477
207,0.026330182045472217
208,0.015701126674786847
209,-0.0010305608124566712
210,-0.002128896725062779
211,-0.02133438595501924
212,0.014971526250588063
213,-0.021780679345255072
214,-0.0007254226796146179
215,0.02732473164074234
216,-0.0025156403105450753
217,-0.002134713655555509
218,0.019575362305122024
219,0.005709723240894693
220,0.014022487676088824
221,0.020301333697482882
222,0.025206335043497674
223,-0.0017232375979111536
224,-0.013260448815190728
225,-0.007386398777179948
226,0.003026391917753335
227,0.029684518791320835
228,-0.00024131690080142487
229,0.036163169600524236
230,-0.011947053587027967
231,-0.007628767019476124
232,0.010708073480123925
233,0.02780459548175318
234,-0.010830767220184834
235,0.005317787338051216
236,-0.01670677716904745
237,-0.0016205424640598487
238,-0.023109296429856263
239,-0.0023381895732162983
240,-0.01834586724356979
241,-0.02555379677647862
242,0.0017590307381647463
243,-0.033900430922496616
244,-0.02354479445830293
245,-0.001234591350263048
246,0.03294728434504801
247,-0.010355969180635749
248,0.017701008297057008
249,-0.002842492985166034
250,-0.03050412465627861
251,0.0013803274968799961
252,-0.002454729130081712
253,-0.017528251528516448
254,0.009537020981446265
255,0.002843619985495538
256,4.7576455363795844e-05
257,-0.0382591651680797
258,-0.0026712044163913484
259,0.010733275136894038
260,0.025586416723917926
261,-0.01892877307482521
262,-0.0034237555965236366
